Cidade;UF;População;Possui Plano Municipal;População sem Água;População sem Esgoto;População sem coleta de lixo;Domicílios sujeitos à inundações;Coluna1
Wall Ferraz;PI;4479;Em elaboração;0.6;;0.4;0;0
São João do Pacuí;MG;4476;Sim;0.01;;0.53;;0
Curralinhos;PI;4475;Não;;;0.48;0;0
Iguaraçu;PR;4475;Sim;0;;0.11;0;0
José Gonçalves de Minas;MG;4474;Em elaboração;0.67;0.74;0.47;0;3310,76
Indianópolis;PR;4472;Sim;0;;0.27;0;0
Lagoa do Tocantins;TO;4470;Sim;0.02;;;;0
Foz do Jordão;PR;4466;Não;0;;0.1;0;0
Onda Verde;SP;4462;Sim;0;0;0.22;0;0
Flores do Piauí;PI;4461;Em elaboração;0.4;0.89;0.54;;3970,29
Fortaleza de Minas;MG;4460;Sim;0.33;0.28;0.28;0.01;1248,8
Serranópolis do Iguaçu;PR;4460;Sim;0.12;;0.49;0;0
Pequi;MG;4457;Sim;0;0.42;0.28;0;1871,94
Rodolfo Fernandes;RN;4457;Não;0;;0.08;0;0
São Braz do Piauí;PI;4454;Não;0.93;;;0;0
Tejupá;SP;4452;Não;0.25;0.29;0.33;0;1291,08
Novo Acordo;TO;4450;Não;0.02;;;;0
Carvalhos;MG;4445;Não;0.56;0.65;0.47;0.05;2889,25
Quinta do Sol;PR;4444;Não;0;;0.01;0;0
Jerumenha;PI;4443;Em elaboração;0.28;;;;0
Paineiras;MG;4440;Não;0.26;;0.22;0;0
Bernardo Sayão;TO;4439;Não;0.2;;;;0
Couto de Magalhães de Minas;MG;4436;Sim;0.16;0.24;0.09;0;1064,64
Dom Joaquim;MG;4436;Em elaboração;0.43;0.62;0.32;0.07;2750,32
Piedade do Rio Grande;MG;4436;Não;0.32;;0.14;;0
Funilândia;MG;4434;Sim;0.49;0.71;0.1;0;3148,14
Cruzeiro do Sul;PR;4430;Em elaboração;0;;0.25;0;0
Itaguajé;PR;4426;Sim;0;;0.2;0;0
Erval Velho;SC;4423;Sim;0.07;0.39;0.35;0.03;1724,97
Quarto Centenário;PR;4420;Sim;0.08;;0.4;0;0
Japaraíba;MG;4418;Em elaboração;0;0.35;0.35;0;1546,3
Gavião;BA;4417;Em elaboração;0.41;;0.43;;0
Materlândia;MG;4415;Sim;0.54;0.31;0.45;0.01;1368,65
Pindorama do Tocantins;TO;4414;Sim;0.35;;0.43;0.11;0
Itajá;GO;4412;Em elaboração;0.18;;0;0.01;0
Vargem Bonita;SC;4411;Sim;0.16;0.44;;0;1940,84
São João do Tigre;PB;4408;Não;;;;;0
Nova Guarita;MT;4407;Em elaboração;0.47;;0.61;0;0
Logradouro;PB;4406;Sim;0.54;;0.56;0.11;0
Sandovalina;SP;4405;Não;0.28;0.29;0.3;0;1277,45
Itamarati de Minas;MG;4395;Sim;0.26;;0.2;0.1;0
Ibarama;RS;4393;Sim;0;;0.54;0.02;0
Nova Santa Rita;PI;4392;Não;0.72;;;;0
Recursolândia;TO;4389;Sim;0.15;;;0;0
Aiquara;BA;4387;Não;0.42;0.41;0.39;0.02;1798,67
Santa Bárbara do Tugúrio;MG;4385;Sim;0.52;;;;0
Joanésia;MG;4382;Em elaboração;0.45;0.62;0.5;0.04;2716,84
Várzea Grande;PI;4382;Não;0.35;;0.4;0;0
Doutor Maurício Cardoso;RS;4380;Sim;0.51;;0.51;0;0
Itapirapuã;GO;4380;Em elaboração;0;;0.29;0;0
Gramado Xavier;RS;4378;Sim;0.55;;0.57;0.08;0
Vila Maria;RS;4368;Em elaboração;0;;0.35;0;0
Ipira;SC;4367;Sim;0.27;;0.46;0;0
Poço de José de Moura;PB;4366;Não;0.68;;0.38;0;0
Gonçalves;MG;4360;Não;0.72;0.88;0.53;0;3836,8
Juramento;MG;4359;Sim;0.45;0.55;0.23;0;2397,45
Santa Efigênia de Minas;MG;4354;Sim;0.41;;0.34;;0
Domingos Mourão;PI;4352;Não;0.7;;0.6;0;0
Nova Rosalândia;TO;4348;Não;0.12;;0.35;0;0
Junco do Maranhão;MA;4334;Em elaboração;0.77;;0.15;0;0
Santana do Riacho;MG;4334;Sim;-0.04;;0.08;0;0
Passagem Franca do Piauí;PI;4331;Não;0.39;;;0;0
Nova Itaberaba;SC;4327;Sim;0.6;;0.64;0;0
Pracinha;SP;4327;Em elaboração;0.52;0.07;0.3;0;302,89
Matrinchã;GO;4321;Em elaboração;0.31;;;;0
Sebastião Leal;PI;4311;Sim;0.44;;0.53;0;0
Pinhal Grande;RS;4309;Em elaboração;0;0.57;0.58;0;2456,13
Riacho Frio;PI;4306;Não;0.21;;;;0
Ponto Chique;MG;4305;Não;0.4;0.02;0.35;0.03;86,1
Nova Santa Bárbara;PR;4304;Em elaboração;0.16;;0.18;0;0
Francisco Ayres;PI;4300;Em elaboração;0.31;;0.52;0.05;0
Paraná;RN;4298;Em elaboração;1;;0.48;0;0
Itapirapuã Paulista;SP;4294;Sim;0.36;0.52;0.3;0.26;2232,88
Ocauçu;SP;4294;Em elaboração;0.2;0.2;0.2;0;858,8
Serra Azul de Minas;MG;4292;Em elaboração;0.65;0.75;0.59;0;3219
São José da Safira;MG;4291;Sim;0.4;0.25;0.04;0;1072,75
Marquinho;PR;4283;Não;0.47;;0.5;0;0
Planaltina do Paraná;PR;4281;Sim;0.15;;0.32;;0
São Francisco do Oeste;RN;4281;Sim;0;;0.27;0.01;0
Vila Nova do Sul;RS;4274;Sim;0.48;0.64;0.48;0;2735,36
Campo Novo;RS;4273;Não;0;;0;0.14;0
Bom Jesus da Penha;MG;4270;Não;0.28;0;0.27;0;0
Arabutã;SC;4268;Sim;0.51;;0.69;0.07;0
Aporé;GO;4266;Em elaboração;0.33;;0.34;;0
Prata;PB;4265;Não;0.31;0.37;0.37;0;1578,05
União de Minas;MG;4265;Não;0.48;0.47;0.02;0;2004,55
Pescador;MG;4261;Em elaboração;0.28;;0.08;0.02;0
Brás Pires;MG;4255;Sim;0.51;;0.52;0.03;0
Maximiliano de Almeida;RS;4254;Sim;0.39;;0.39;0;0
Fortaleza dos Valos;RS;4252;Sim;0.35;;0.1;0;0
Novo Cabrais;RS;4246;Sim;0.01;0.79;0.44;0.06;3354,34
Marcelino Ramos;RS;4239;Sim;0.47;;0.47;0;0
Barra do Quaraí;RS;4238;Sim;0.29;0.76;0.29;0.03;3220,88
Divino de São Lourenço;ES;4236;Em elaboração;0.62;0.62;0.34;0.13;2626,32
Três Palmeiras;RS;4232;Sim;0.02;;0.52;0;0
Venha-Ver;RN;4232;Em elaboração;0.63;;0.41;0;0
Olho-d'Água do Borges;RN;4231;Não;0.15;0.8;0.34;0;3384,8
Cruzeiro do Iguaçu;PR;4229;Em elaboração;0.02;;0;0;0
Ipiaçu;MG;4229;Em elaboração;;;0.09;0;0
Modelo;SC;4227;Sim;0.24;;;0.08;0
Belém;AL;4226;Não;;;;;0
Dona Emma;SC;4224;Sim;0.34;;0.5;0.01;0
Cabrália Paulista;SP;4222;Sim;0.03;0.03;0.13;0;126,66
São José do Alegre;MG;4222;Não;0.27;0.28;0.27;0.03;1182,16
Nova Luzitânia;SP;4217;Sim;0.26;0.26;0.1;0;1096,42
Altair;SP;4211;Sim;0.18;0.19;;;800,09
Caraúbas;PB;4206;Não;0.5;0.14;0.31;0;588,84
Dores do Turvo;MG;4202;Sim;0.52;0.19;0.5;;798,38
Alfredo Marcondes;SP;4201;Sim;0;0.01;0.16;0;42,01
Caiabu;SP;4195;Não;0.09;0.18;0.19;0;755,1
Riacho de Santana;RN;4194;Em elaboração;0.67;;0.59;0;0
Novo Barreiro;RS;4185;Não;0.01;;0.5;0.09;0
Iporanga;SP;4180;Sim;0.43;0.48;0.28;0.1;2006,4
Tibau;RN;4173;Em elaboração;0;;0.47;0.01;0
Anhumas;SP;4172;Em elaboração;0;0;0.18;0;0
São João do Cariri;PB;4170;Não;0.13;;;;0
Monte Castelo;SP;4166;Não;;;;;0
Carrasco Bonito;TO;4165;Sim;0.06;0.86;0.47;0.13;3581,9
Doutor Pedrinho;SC;4164;Sim;0.34;;0;0.04;0
Conquista D'Oeste;MT;4163;Sim;0.24;;0.39;0;0
Teixeirópolis;RO;4160;Não;0.97;;0.65;0.07;0
São José do Sabugi;PB;4153;Em elaboração;0.2;0.45;0.36;0;1868,85
Piedade de Ponte Nova;MG;4141;Não;0.26;;;;0
São José do Barreiro;SP;4141;Sim;0.07;0.07;0.15;0.01;289,87
Populina;SP;4136;Em elaboração;0;0;0.03;0;0
Nova Independência;SP;4135;Em elaboração;0;0;0.22;0;0
Capitão Gervásio Oliveira;PI;4127;Não;;;;;0
Paes Landim;PI;4124;Em elaboração;0.22;;0.41;0.04;0
Aparecida d'Oeste;SP;4122;Sim;0.06;0.08;0.18;0;329,76
Rio Branco do Ivaí;PR;4121;Em elaboração;0.35;;0.76;0.01;0
Mossâmedes;GO;4120;Sim;0.27;;0.35;0;0
Taquaraçu de Minas;MG;4120;Sim;0.54;0.77;;;3172,4
Jundiá;AL;4119;Em elaboração;0.32;;0.33;0.17;0
Tocos do Moji;MG;4117;Não;0.39;;0.39;0.01;0
Paranapuã;SP;4112;Em elaboração;0;0;0.11;0;0
São Miguel do Passa Quatro;GO;4105;Sim;0.44;;0;0;0
São Geraldo do Baixio;MG;4104;Sim;0.31;0.34;0.3;0.07;1395,36
Major Sales;RN;4102;Sim;;;0.07;;0
São José do Povo;MT;4102;Não;0.62;;0.52;0;0
Formoso;GO;4098;Em elaboração;0.3;;0.26;0;0
Mariápolis;SP;4098;Em elaboração;0.12;0.15;0;0;614,7
Veríssimo;MG;4090;Sim;0.44;0.06;0.2;0;245,4
Lagoa do Piauí;PI;4086;Em elaboração;0;;0.4;0;0
Pau D'Arco do Piauí;PI;4084;Não;;;0.85;0;0
Marilac;MG;4079;Não;0.28;;0.02;;0
Alto Alegre;SP;4078;Sim;0.09;0.13;0;0;530,14
Santa Cruz de Salinas;MG;4074;Não;0.57;0.74;0.61;;3014,76
Corumbataí;SP;4072;Sim;0.38;0.46;0.46;0;1873,12
Dom Macedo Costa;BA;4072;Não;0;;0.55;0;0
Passos Maia;SC;4072;Sim;0.54;;0.51;0.07;0
Conceição do Tocantins;TO;4070;Em elaboração;0.04;;0.3;0;0
Novo Horizonte do Norte;MT;4069;Não;0.41;;0.53;0;0
Rondolândia;MT;4069;Sim;;;;;0
Assunção;PB;4067;Não;0.29;0.19;0.19;;772,73
Presidente Alves;SP;4067;Sim;0.02;0.04;0.17;0;162,68
Suzanápolis;SP;4063;Em elaboração;0.33;0.34;0;0;1381,42
Lagoa dos Patos;MG;4062;Sim;0.35;0.55;0.27;;2234,1
Ribeirão Vermelho;MG;4061;Sim;0.11;0.08;0;0.04;324,88
Porto Vitória;PR;4057;Não;0.38;;0.15;0;0
Senador Modestino Gonçalves;MG;4056;Sim;0.57;0.01;0.61;0.13;40,56
Ilópolis;RS;4054;Sim;0.46;;0.46;0;0
Lucrécia;RN;4053;Sim;0.34;0.37;0.01;0.25;1499,61
Carrancas;MG;4052;Sim;0.31;;0;0;0
Santa Mônica;PR;4052;Em elaboração;0.02;;0.59;0;0
Virmond;PR;4051;Não;0.31;;;0;0
Ibiquera;BA;4047;Não;0.45;;0.37;0;0
Santa Cruz dos Milagres;PI;4046;Não;;;0.42;0.03;0
Inúbia Paulista;SP;4045;Em elaboração;0.1;0.1;0.01;0.02;404,5
Bela Vista do Piauí;PI;4044;Não;0.67;;0.38;0;0
Coivaras;PI;4044;Não;0.13;;0.78;0;0
Quatro Pontes;PR;4043;Sim;0;;0;0;0
Munhoz de Melo;PR;4034;Sim;0.16;;0.01;0;0
Portelândia;GO;4032;Sim;0.17;;0.19;0;0
Witmarsum;SC;4032;Em elaboração;0.35;;0.47;0.26;0
Marliéria;MG;4030;Não;0;0.29;0.01;0;1168,7
Contendas do Sincorá;BA;4025;Não;0.51;;0.51;0.07;0
Frutuoso Gomes;RN;4015;Em elaboração;0.19;;0.34;0;0
Jateí;MS;4015;Em elaboração;0.54;0.54;0.31;0;2168,1
Goianá;MG;4014;Sim;0.24;0.13;0.19;0.03;521,82
Bom Sucesso de Itararé;SP;4013;Não;0.34;0.37;0.03;0.04;1484,81
Nova Nazaré;MT;4013;Em elaboração;0.62;;;0;0
Nossa Senhora das Graças;PR;4009;Não;0;;0;0;0
Cumbe;SE;4008;Não;0.03;0.5;0.13;0;2004
Canhoba;SE;4003;Em elaboração;0;;0;;0
Treviso;SC;4002;Sim;0.48;;0;0.06;0
Kaloré;PR;3996;Sim;0;;0.29;0;0
Acaiaca;MG;3995;Sim;0.02;0.36;0;0.57;1438,2
Lajedão;BA;3993;Em elaboração;0.35;0.81;0.25;0;3234,33
Boa Esperança;PR;3991;Sim;0;;0.12;0;0
Barcelona;RN;3989;Não;0;;;;0
Olivedos;PB;3989;Não;0.35;0;0.25;;0
Ibirapuitã;RS;3988;Sim;0;;0.41;0.01;0
Mãe d'Água;PB;3988;Não;0.61;;0.61;0;0
Santana do Deserto;MG;3985;Sim;0.63;;0.36;0.06;0
Bugre;MG;3984;Sim;0.66;0;0.62;;0
Marques de Souza;RS;3981;Em elaboração;0.64;;0.55;0.43;0
Espigão Alto do Iguaçu;PR;3980;Não;0.32;;0.65;0;0
Porteirão;GO;3979;Em elaboração;0.13;;;0;0
Pedra do Indaiá;MG;3977;Sim;0.47;0.5;0.24;0;1988,5
Cafezal do Sul;PR;3975;Em elaboração;0;;0.17;0.01;0
Salgadinho;PB;3975;Não;0.8;;0.34;;0
São Miguel do Aleixo;SE;3964;Não;0.05;;0.53;0.02;0
Cajuri;MG;3961;Sim;0.46;0.46;0.17;0;1822,06
Barra D'Alcântara;PI;3953;Em elaboração;;;0.47;;0
Jundiá;RN;3945;Em elaboração;0.73;;0.52;0;0
Conceição da Barra de Minas;MG;3939;Não;0.34;0.56;0.31;0;2205,84
Canavieira;PI;3938;Em elaboração;0.47;;0.56;0;0
Itaju;SP;3937;Sim;0.22;0.22;0.27;0;866,14
Santa Rosa de Lima;SE;3933;Não;0;;0.16;0;0
Ewbank da Câmara;MG;3932;Não;0.05;;0.53;0.09;0
Paquetá;PI;3931;Em elaboração;0.8;;0.49;0;0
Pedras Grandes;SC;3931;Não;;;0.36;;0
Gameleira de Goiás;GO;3923;Em elaboração;0.66;;;;0
Santana de Cataguases;MG;3909;Sim;0.24;0.19;0.19;0.41;742,71
Areias;SP;3906;Sim;0.33;0.33;0;0;1288,98
Jaú do Tocantins;TO;3906;Sim;0.44;;0.63;0;0
Quadra;SP;3902;Sim;0.64;0.81;0.51;0;3160,62
Iraceminha;SC;3901;Sim;0.54;;0.65;0.02;0
Caldazinha;GO;3900;Sim;0.43;;0.41;0;0
Pilões;RN;3900;Em elaboração;0.06;;;;0
Jaborá;SC;3899;Sim;0.35;;0.54;0.01;0
Pontão;RS;3898;Não;0.09;;0.6;0;0
São José de Princesa;PB;3898;Em elaboração;;;;0;0
Leópolis;PR;3896;Sim;0;;0.42;0;0
Mariana Pimentel;RS;3892;Não;0.83;;0.45;0;0
Conselheiro Mairinck;PR;3891;Sim;0.1;0.22;0.31;0.02;856,02
Minduri;MG;3891;Em elaboração;0.19;0.09;0.12;0;350,19
Pareci Novo;RS;3885;Sim;0.02;;0.5;0.22;0
São Pedro da Serra;RS;3881;Sim;0.57;;0.54;;0
Hugo Napoleão;PI;3880;Não;0.01;;;;0
Poço Dantas;PB;3877;Em elaboração;0.83;0.74;0.74;0;2868,98
Indiaporã;SP;3876;Sim;0.05;0.13;0;0;503,88
Amaralina;GO;3875;Em elaboração;0.68;;0.68;0;0
Xavantina;SC;3873;Sim;0.74;;0.73;0;0
Atalaia;PR;3871;Sim;0;;0.31;;0
Medeiros;MG;3861;Sim;0.45;0;0.45;0;0
Putinga;RS;3861;Sim;0.58;;0.62;0;0
Santo Antônio do Grama;MG;3861;Sim;0.18;0.02;0.2;;77,22
São Geraldo da Piedade;MG;3860;Sim;0.69;0.69;0.4;0.43;2663,4
São José do Divino;MG;3851;Sim;0.33;0.17;0.18;0.03;654,67
Vista Serrana;PB;3850;Não;0.21;;0.55;;0
São Valério;TO;3848;Sim;0.38;;0.38;;0
Varjão;GO;3848;Sim;0.38;;0;0;0
Rio Crespo;RO;3843;Não;0.83;;0.68;0;0
Pejuçara;RS;3840;Sim;0.33;;0.33;0.02;0
São Francisco;SE;3837;Não;0.26;0.34;0.01;0;1304,58
Campina do Simão;PR;3831;Em elaboração;0.42;;0.4;;0
Campo Azul;MG;3830;Em elaboração;0.58;0.27;0.58;0;1034,1
Redenção da Serra;SP;3827;Sim;0.51;0.6;0.05;0;2296,2
Brejo do Piauí;PI;3824;Não;0.61;;0.63;;0
Cotiporã;RS;3824;Sim;0.44;0.93;0.22;0;3556,32
Fátima;TO;3824;Sim;0.02;;0.06;0;0
Santa Isabel;GO;3821;Em elaboração;0.62;;0.63;;0
Itapiratins;TO;3814;Não;0.46;;0.46;0;0
Meridiano;SP;3813;Em elaboração;0;0;0;0;0
Brazabrantes;GO;3812;Não;0.37;;0.02;0;0
Quinze de Novembro;RS;3810;Não;0;;0;0;0
Aurora do Tocantins;TO;3809;Não;0.09;;0.28;0;0
Santo Inácio do Piauí;PI;3809;Em elaboração;0.26;;;;0
Prado Ferreira;PR;3806;Sim;0;0;0.12;0;0
Santa Fé de Minas;MG;3806;Sim;0.49;;;;0
Pedra Branca;PB;3802;Não;0.15;0.36;0.35;0;1368,72
Guarani de Goiás;GO;3801;Não;0.55;;0.54;0;0
Santa Lúcia;PR;3795;Sim;0.12;;0;0;0
Braço do Trombudo;SC;3794;Sim;0.01;;0.45;0.06;0
São João do Itaperiú;SC;3784;Sim;0.46;;0;0;0
Alvarenga;MG;3783;Sim;0.47;0.39;0.44;0.03;1475,37
Diogo de Vasconcelos;MG;3779;Não;0.12;0.58;0.5;0;2191,82
Nazaré;TO;3772;Não;0.01;;0.54;;0
São Brás do Suaçuí;MG;3770;Sim;0.12;;0.11;0;0
Guapirama;PR;3767;Sim;0;0.09;0;0;339,03
Santo Antônio do Itambé;MG;3763;Não;0.69;;0.7;0;0
Tesouro;MT;3761;Em elaboração;;;;;0
Rancho Alegre;PR;3760;Sim;0;;0;0.02;0
Guarará;MG;3755;Não;0.2;;0.11;0.03;0
Nova Santa Helena;MT;3755;Sim;;;0.43;0;0
Santana dos Montes;MG;3753;Em elaboração;0.17;0.25;0.05;0.38;938,25
Itutinga;MG;3749;Sim;0.31;0.32;0.15;0.01;1199,68
Mutunópolis;GO;3749;Em elaboração;0.31;;0.27;0;0
Caiçara do Rio do Vento;RN;3745;Em elaboração;0.01;0.73;;;2733,85
Capão do Cipó;RS;3745;Não;;;0.73;;0
Nova Roma do Sul;RS;3743;Sim;0.53;;0.53;0;0
Elisiário;SP;3742;Sim;0;0;0;0;0
Heitoraí;GO;3742;Não;0.24;;0.26;0;0
Campanário;MG;3739;Não;0.3;;;;0
Água Santa;RS;3738;Sim;0.61;;0.31;0;0
Jaboticaba;RS;3738;Sim;0.64;;0.35;0;0
São José do Peixe;PI;3737;Em elaboração;0.29;;0.33;0;0
Lajedinho;BA;3735;Não;0.39;0.88;0.39;0;3286,8
Matutina;MG;3733;Sim;0.31;0.1;0.28;0.06;373,3
Paraú;RN;3732;Em elaboração;0.1;;0.13;0.27;0
Paim Filho;RS;3731;Não;0.47;;0.36;0.02;0
Lizarda;TO;3727;Não;0.25;;0.31;0;0
Saltinho;SC;3727;Sim;0.45;;0.62;0;0
Malhada dos Bois;SE;3715;Não;0.01;;0.54;0;0
Cacimba de Areia;PB;3708;Não;0.44;;0.53;0;0
Piquerobi;SP;3706;Sim;0.14;0.16;0.25;0.03;592,96
Nova Alvorada;RS;3698;Sim;0;;0.58;0.04;0
Campo Bonito;PR;3694;Sim;0.08;;0.43;0.24;0
Macedônia;SP;3686;Em elaboração;0.17;0.17;0.19;0;626,62
Córrego do Bom Jesus;MG;3685;Não;0.04;0.74;0.15;0.01;2726,9
Chiapetta;RS;3684;Sim;0.39;;0.24;0.07;0
Ouro Verde de Goiás;GO;3679;Não;0.28;;0.33;0;0
Edealina;GO;3678;Em elaboração;0.29;;0.31;0;0
Tabuleiro;MG;3669;Sim;0.31;0.05;0;0.02;183,45
Presidente Kennedy;TO;3668;Sim;0.12;;0.02;;0
Catas Altas da Noruega;MG;3665;Sim;0.59;;;;0
Lafaiete Coutinho;BA;3663;Não;0.5;0.45;0.04;0;1648,35
Campestre de Goiás;GO;3662;Não;0.29;;0.3;0;0
Pavussu;PI;3662;Não;0.24;;0.51;0;0
Pratinha;MG;3658;Sim;0.43;0.43;0.46;0;1572,94
Nova Brasilândia;MT;3656;Sim;0;;0.2;0;0
Cruzeiro da Fortaleza;MG;3651;Sim;0.14;0;0.15;0;0
Pedrinópolis;MG;3651;Sim;0.28;0.11;0.08;0;401,61
Rifaina;SP;3651;Sim;0.07;0.1;0.13;0;365,1
Riachão;PB;3650;Não;1;;0.32;0;0
Riacho da Cruz;RN;3648;Sim;0.46;;0.05;0;0
Estrela Velha;RS;3646;Sim;0.05;;0.34;0.03;0
Piratuba;SC;3637;Sim;0.01;;0.31;0.01;0
Dom Bosco;MG;3635;Sim;0.15;0.67;0.4;0;2435,45
Pinheiro Preto;SC;3635;Sim;0.21;0.64;0;0;2326,4
Bandeirantes do Tocantins;TO;3631;Sim;0.12;;0.46;0;0
Sossêgo;PB;3631;Sim;1;;0.5;;0
Campinaçu;GO;3628;Em elaboração;0.39;;0.41;0;0
Muricilândia;TO;3623;Sim;0.09;;0.43;0;0
Sarutaiá;SP;3623;Sim;0;0.08;0;0;289,84
Catolândia;BA;3619;Sim;0.27;;;;0
São José do Bonfim;PB;3619;Não;0.34;;0.59;0;0
Álvares Florence;SP;3616;Sim;0.34;0.34;0.32;0;1229,44
Carvalhópolis;MG;3614;Em elaboração;0.27;0.27;0;0;975,78
Jaquirana;RS;3611;Não;0.42;0.67;0.36;0.05;2419,37
Itaúba;MT;3609;Sim;0;;;;0
Belém do Piauí;PI;3607;Não;0.32;;0.42;0.14;0
São José dos Cordeiros;PB;3607;Não;0.19;;0.54;0;0
Severiano de Almeida;RS;3607;Sim;0.64;;0.32;0.04;0
Platina;SP;3606;Em elaboração;0.21;0.21;0.22;0;757,26
São Fernando;RN;3606;Em elaboração;0;0.33;0.28;;1189,98
Alvorada de Minas;MG;3605;Sim;0.7;0.58;0.3;0.01;2090,9
Quartel Geral;MG;3603;Sim;0.23;0.77;0.16;0;2774,31
Santa Rita do Trivelato;MT;3602;Em elaboração;0.03;;0.45;0;0
Santo Antônio do Aventureiro;MG;3602;Sim;0.36;;0.33;0.02;0
São José das Palmeiras;PR;3601;Sim;0;;0.37;0;0
Sebastianópolis do Sul;SP;3595;Em elaboração;0.13;0.13;;;467,35
Santa Inês;PB;3591;Não;0.55;;0.6;0;0
Águas de São Pedro;SP;3588;Sim;0.03;0.08;0;0;287,04
Taquarussu;MS;3588;Sim;0.31;;0.3;0;0
Cajazeiras do Piauí;PI;3586;Não;0;;0.67;0;0
Ruy Barbosa;RN;3584;Em elaboração;0.07;;0.3;0;0
Cachoeira da Prata;MG;3580;Sim;0.04;0.05;0.05;0.04;179
Palminópolis;GO;3578;Sim;0.22;;0.24;0;0
Presidente Juscelino;MG;3572;Sim;0.49;0.52;0.53;0.02;1857,44
Bernardino Batista;PB;3571;Não;1;;0.72;0;0
Vieiras;MG;3570;Não;0.49;0.1;0.5;;357
Duas Estradas;PB;3569;Não;0;;;;0
Vargeão;SC;3569;Sim;0.31;;0;0.01;0
São José dos Ausentes;RS;3559;Sim;0.41;0.51;0.02;0.02;1815,09
Emas;PB;3556;Não;0.29;;0.37;0;0
Novo Horizonte do Sul;MS;3556;Em elaboração;0.47;;0;0;0
Nova Módica;MG;3548;Sim;0.35;0.48;0.39;0.11;1703,04
Arroio Trinta;SC;3547;Em elaboração;0.08;0.36;0.32;;1276,92
Cordislândia;MG;3546;Não;0.29;0.2;0.2;0;709,2
Adolfo;SP;3545;Sim;0;0;;0;0
Arambaré;RS;3544;Em elaboração;0.21;;0.07;0.01;0
Teresina de Goiás;GO;3538;Em elaboração;0.3;;0.1;;0
Santa Maria do Tocantins;TO;3537;Sim;0.4;;0.4;;0
São Sebastião do Umbuzeiro;PB;3534;Não;;;0.45;0;0
Jacutinga;RS;3532;Sim;0.29;;0.29;0;0
Vale Verde;RS;3531;Sim;;;0.43;0.62;0
Barão de Antonina;SP;3525;Sim;0.22;0.37;0;0;1304,25
Mombuca;SP;3523;Sim;0;0.02;0.05;0.01;70,46
Áurea;RS;3517;Sim;0.57;;0.44;0.03;0
Senhora do Porto;MG;3516;Em elaboração;0.63;;;;0
Queiroz;SP;3513;Sim;0;0;;;0
Romaria;MG;3507;Não;;;;;0
Taquaral de Goiás;GO;3506;Não;0.16;;0;0;0
Bocaina do Sul;SC;3501;Sim;0.58;;0.3;0.02;0
Fernandes Tourinho;MG;3500;Sim;0.49;0.34;0.14;;1190
Ibitiúra de Minas;MG;3497;Em elaboração;0.31;0.3;0.3;;1049,1
Trombas;GO;3497;Sim;0.04;;0.36;0;0
Frei Lagonegro;MG;3496;Sim;;;0.81;0;0
Torixoréu;MT;3487;Em elaboração;0.22;;;;0
Estrela do Indaiá;MG;3483;Não;0.3;0.48;0.21;0;1671,84
Gurjão;PB;3477;Sim;0.2;;;;0
Angico;TO;3475;Não;0.28;;0.31;;0
Mar Vermelho;AL;3474;Não;0.54;0.6;0.28;0;2084,4
Bom Jesus do Sul;PR;3472;Em elaboração;0.52;;0.75;0.03;0
Jari;RS;3472;Em elaboração;0.05;;0.83;0.04;0
Maurilândia do Tocantins;TO;3470;Não;0.2;;0.36;0.09;0
Palestina de Goiás;GO;3470;Sim;0.34;;0.35;0;0
Jumirim;SP;3467;Sim;0.05;0.41;0.42;0;1421,47
Major Gercino;SC;3465;Sim;0.65;;0.33;0.06;0
Caxambu do Sul;SC;3462;Sim;0.2;;0.51;0;0
Cromínia;GO;3458;Não;0.22;;0.25;0;0
Itacurubi;RS;3456;Sim;0.02;;0.66;0.02;0
União do Sul;MT;3455;Em elaboração;0.38;;;;0
Araçu;GO;3450;Em elaboração;0.05;0.12;0.12;0;414
Hidrolina;GO;3450;Em elaboração;0.17;;0.26;0.02;0
Coronel Xavier Chaves;MG;3448;Em elaboração;0.45;0.46;0.01;0.02;1586,08
Sebastião Barros;PI;3434;Não;;;0.42;;0
Zortéa;SC;3432;Sim;0.02;;0.08;0.04;0
Divinésia;MG;3430;Sim;0.33;0.13;0.34;0.07;445,9
Ponte Alta do Norte;SC;3426;Não;0.04;;0.12;0.04;0
Nova América da Colina;PR;3424;Sim;0;0.76;;;2602,24
Ourizona;PR;3423;Em elaboração;0;;0.12;0.01;0
Belmiro Braga;MG;3422;Sim;0.74;0.68;0.36;0.05;2326,96
General Maynard;SE;3421;Não;0.38;;0.12;0.02;0
Pajeú do Piauí;PI;3416;Em elaboração;0.28;;0.58;0;0
Figueirópolis D'Oeste;MT;3411;Sim;;;0.47;;0
Dois Lajeados;RS;3410;Em elaboração;0.52;;0.52;0;0
Diamante do Sul;PR;3409;Sim;0.39;;0.41;0;0
Turuçu;RS;3408;Não;0.22;;0.34;0;0
Vila Flores;RS;3407;Sim;0.51;;0.38;0;0
Bela Vista da Caroba;PR;3404;Sim;0.37;;0.41;0;0
Campestre da Serra;RS;3402;Sim;0.77;0.73;0.62;0;2483,46
Goiabeira;MG;3402;Sim;0.17;0.26;0.19;0.07;884,52
Salgado Filho;PR;3389;Sim;0.07;;0.49;0.13;0
Pongaí;SP;3385;Sim;0;0;0;0;0
Castelândia;GO;3380;Em elaboração;0.02;;0.08;0;0
Santa Rita de Ibitipoca;MG;3380;Sim;0.53;;;;0
São Francisco;PB;3377;Não;0.56;0.7;0.47;;2363,9
